Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condomínio;IPTU;Valor Bruto;Valor m2;Valor Bruto m2;Tipo Agregado
Apartamento;Catete;2;1;1;70;3300.0;1365.0;180.0;4845.0;47.142857142857146;47.14;Apartamento
Apartamento;Copacabana;5;1;3;390;10000.0;1000.0;1000.0;12000.0;25.641025641025642;25.64;Apartamento
Apartamento;Maracanã;2;1;0;53;1300.0;492.0;16.0;1808.0;24.528301886792452;24.53;Apartamento
Apartamento;Botafogo;1;0;0;35;1000.0;293.0;86.0;1379.0;28.571428571428573;28.57;Apartamento
Apartamento;Tijuca;3;1;0;164;3500.0;1310.0;257.0;5067.0;21.341463414634145;21.34;Apartamento
Apartamento;Jacarepaguá;2;1;1;60;1200.0;524.0;13.0;1737.0;20.0;20.0;Apartamento
Apartamento;Água Santa;2;1;0;50;850.0;280.0;12.0;1142.0;17.0;17.0;Apartamento
Apartamento;Botafogo;2;1;1;79;4315.0;1110.0;187.0;5612.0;54.620253164556964;54.62;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1600.0;615.0;3.0;2218.0;20.0;20.0;Apartamento
Apartamento;Tijuca;1;0;0;36;1300.0;295.0;24.0;1619.0;36.111111111111114;36.11;Apartamento
Apartamento;Jardim Oceânico;4;4;3;190;5700.0;1069.0;808.0;7577.0;30.0;30.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;0;84;1500.0;900.0;0.0;2400.0;17.857142857142858;17.86;Apartamento
Apartamento;São Cristóvão;2;0;0;50;1000.0;600.0;0.0;1600.0;20.0;20.0;Apartamento
Quitinete;Copacabana;1;0;0;26;1400.0;370.0;21.0;1791.0;53.84615384615385;53.85;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;4;1000;30000.0;2695.0;23715.0;56410.0;30.0;30.0;Casa
Apartamento;Ilha do Governador;3;1;0;83;1500.0;440.0;132.0;2072.0;18.072289156626507;18.07;Apartamento
Apartamento;Olaria;2;0;0;90;1000.0;150.0;0.0;1150.0;11.11111111111111;11.11;Apartamento
Apartamento;Humaitá;1;0;0;57;3990.0;860.0;100.0;4950.0;70.0;70.0;Apartamento
Apartamento;Maracanã;3;1;0;95;2500.0;600.0;80.0;3180.0;26.31578947368421;26.32;Apartamento
Casa de Vila;Jardim Sulacap;2;1;2;115;1600.0;1.0;60.0;1661.0;13.91304347826087;13.91;Casa
Apartamento;Leblon;4;2;2;200;11000.0;2900.0;580.0;14480.0;55.0;55.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;63;1900.0;824.0;0.0;2724.0;30.158730158730158;30.16;Apartamento
Apartamento;Gávea;2;1;1;100;3900.0;1300.0;320.0;5520.0;39.0;39.0;Apartamento
Apartamento;Ipanema;3;2;1;165;7500.0;2200.0;532.0;10232.0;45.45454545454545;45.45;Apartamento
Apartamento;Ipanema;3;2;2;160;6000.0;3500.0;4600.0;14100.0;37.5;37.5;Apartamento
Apartamento;Flamengo;1;1;0;48;2100.0;580.0;70.0;2750.0;43.75;43.75;Apartamento
Apartamento;Leblon;2;1;1;87;4800.0;1300.0;361.0;6461.0;55.172413793103445;55.17;Apartamento
Casa de Vila;Oswaldo Cruz;1;0;1;40;800.0;0.0;0.0;800.0;20.0;20.0;Casa
Apartamento;Barra da Tijuca;3;1;1;105;2500.0;1400.0;1500.0;5400.0;23.80952380952381;23.81;Apartamento
Casa de Condomínio;Freguesia (Jacarepaguá);2;1;0;163;1800.0;92.0;46.0;1938.0;11.042944785276074;11.04;Casa
Quitinete;Copacabana;1;0;0;30;1300.0;370.0;30.0;1700.0;43.333333333333336;43.33;Apartamento
Apartamento;Barra da Tijuca;3;1;1;80;3500.0;1410.0;270.0;5180.0;43.75;43.75;Apartamento
Apartamento;Botafogo;3;1;1;102;5100.0;1300.0;0.0;6400.0;50.0;50.0;Apartamento
Apartamento;Gávea;3;0;1;120;2700.0;880.0;238.0;3818.0;22.5;22.5;Apartamento
Apartamento;Humaitá;2;2;1;112;4500.0;1300.0;0.0;5800.0;40.17857142857143;40.18;Apartamento
Apartamento;Vila da Penha;2;0;0;60;900.0;160.0;25.0;1085.0;15.0;15.0;Apartamento
Apartamento;Lagoa;1;1;0;75;2800.0;800.0;210.0;3810.0;37.333333333333336;37.33;Apartamento
Apartamento;Ipanema;3;1;1;125;7000.0;2100.0;463.0;9563.0;56.0;56.0;Apartamento
Apartamento;Engenho Novo;2;0;0;53;1400.0;460.0;12.0;1872.0;26.41509433962264;26.42;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;132;2800.0;879.0;0.0;3679.0;21.21212121212121;21.21;Apartamento
Apartamento;Barra da Tijuca;2;2;1;86;3500.0;1307.0;0.0;4807.0;40.69767441860465;40.7;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1700.0;690.0;150.0;2540.0;21.25;21.25;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;2;200;3600.0;1177.0;320.0;5097.0;18.0;18.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;77;2500.0;830.0;156.0;3486.0;32.467532467532465;32.47;Apartamento
Apartamento;Engenho Novo;1;1;0;63;700.0;625.0;36.0;1361.0;11.11111111111111;11.11;Apartamento
Casa;Grajaú;5;4;2;450;7000.0;0.0;500.0;7500.0;15.555555555555555;15.56;Casa
Apartamento;Barra da Tijuca;4;2;2;149;4500.0;2130.0;0.0;6630.0;30.201342281879196;30.2;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;106;2500.0;780.0;248.0;3528.0;23.58490566037736;23.58;Apartamento
Apartamento;Anil;2;1;0;48;1100.0;400.0;0.0;1500.0;22.916666666666668;22.92;Apartamento
Apartamento;Ipanema;4;1;2;250;12000.0;2300.0;1050.0;15350.0;48.0;48.0;Apartamento
Apartamento;Gávea;2;1;1;68;2700.0;850.0;186.0;3736.0;39.705882352941174;39.71;Apartamento
Apartamento;Barra da Tijuca;2;1;1;75;1400.0;1280.0;0.0;2680.0;18.666666666666668;18.67;Apartamento
Apartamento;Ipanema;2;1;1;97;7000.0;4000.0;4725.0;15725.0;72.16494845360825;72.16;Apartamento
Casa de Condomínio;Vargem Grande;2;2;1;90;1700.0;618.0;338.0;2656.0;18.88888888888889;18.89;Casa
Apartamento;Cachambi;3;0;0;70;900.0;200.0;30.0;1130.0;12.857142857142858;12.86;Apartamento
Quitinete;Leblon;1;0;0;30;1700.0;560.0;62.0;2322.0;56.666666666666664;56.67;Apartamento
Apartamento;Copacabana;4;2;1;279;3150.0;2025.0;370.0;5545.0;11.290322580645162;11.29;Apartamento
Casa;Tanque;2;1;0;59;1200.0;170.0;0.0;1370.0;20.338983050847457;20.34;Casa
Apartamento;Laranjeiras;5;3;2;713;30000.0;3800.0;0.0;33800.0;42.07573632538569;42.08;Apartamento
Apartamento;Cachambi;2;1;0;70;950.0;530.0;30.0;1510.0;13.571428571428571;13.57;Apartamento
Casa;Campo Grande;3;0;0;200;2100.0;0.0;0.0;2100.0;10.5;10.5;Casa
Apartamento;Recreio dos Bandeirantes;4;2;1;400;3500.0;800.0;500.0;4800.0;8.75;8.75;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;89;1800.0;884.0;170.0;2854.0;20.224719101123597;20.22;Apartamento
Apartamento;Maracanã;1;1;1;120;1000.0;985.0;150.0;2135.0;8.333333333333334;8.33;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;2;181;3500.0;1080.0;423.0;5003.0;19.337016574585636;19.34;Apartamento
Apartamento;Tijuca;2;1;1;70;1500.0;890.0;68.0;2458.0;21.428571428571427;21.43;Apartamento
Casa de Condomínio;Barra da Tijuca;5;6;5;640;13800.0;980.0;1800.0;16580.0;21.5625;21.56;Casa
Apartamento;Vaz Lobo;2;0;0;70;1000.0;32.0;0.0;1032.0;14.285714285714286;14.29;Apartamento
Apartamento;Madureira;2;0;0;40;600.0;415.0;0.0;1015.0;15.0;15.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;0;0;75;1700.0;659.0;0.0;2359.0;22.666666666666668;22.67;Apartamento
Apartamento;Copacabana;2;1;1;81;2900.0;893.0;190.0;3983.0;35.80246913580247;35.8;Apartamento
Casa;Bonsucesso;2;0;0;51;1000.0;0.0;0.0;1000.0;19.607843137254903;19.61;Casa
Casa de Condomínio;Barra da Tijuca;5;3;5;1000;20000.0;1800.0;1800.0;23600.0;20.0;20.0;Casa
Apartamento;Praça Seca;3;0;0;90;900.0;330.0;15.0;1245.0;10.0;10.0;Apartamento
Apartamento;Vila Isabel;3;3;1;124;1700.0;1400.0;0.0;3100.0;13.709677419354838;13.71;Apartamento
Apartamento;Recreio dos Bandeirantes;5;3;4;430;6000.0;899.0;750.0;7649.0;13.953488372093023;13.95;Apartamento
Apartamento;Ipanema;2;0;1;75;5200.0;476.0;120.0;5796.0;69.33333333333333;69.33;Apartamento
Apartamento;São Conrado;5;2;3;400;13000.0;4165.0;689.0;17854.0;32.5;32.5;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;126;1500.0;1000.0;150.0;2650.0;11.904761904761905;11.9;Apartamento
Apartamento;Laranjeiras;2;1;1;70;2300.0;620.0;190.0;3110.0;32.857142857142854;32.86;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;94;1900.0;1300.0;198.0;3398.0;20.21276595744681;20.21;Apartamento
Apartamento;Barra da Tijuca;4;3;4;192;5000.0;2200.0;562.0;7762.0;26.041666666666668;26.04;Apartamento
Apartamento;Copacabana;1;0;0;43;1600.0;452.0;242.0;2294.0;37.2093023255814;37.21;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2200.0;780.0;0.0;2980.0;31.428571428571427;31.43;Apartamento
Apartamento;São Francisco Xavier;3;1;1;73;1200.0;520.0;0.0;1720.0;16.438356164383563;16.44;Apartamento
Apartamento;Copacabana;3;0;0;120;3000.0;1420.0;0.0;4420.0;25.0;25.0;Apartamento
Casa de Condomínio;Vargem Grande;5;4;5;300;5000.0;1500.0;250.0;6750.0;16.666666666666668;16.67;Casa
Apartamento;Pechincha;2;1;0;64;800.0;248.0;14.0;1062.0;12.5;12.5;Apartamento
Apartamento;Copacabana;1;0;0;45;2800.0;450.0;30.0;3280.0;62.22222222222222;62.22;Apartamento
Apartamento;Laranjeiras;2;0;0;110;2500.0;968.0;167.0;3635.0;22.727272727272727;22.73;Apartamento
Apartamento;Ipanema;4;3;3;433;37000.0;9800.0;0.0;46800.0;85.45034642032333;85.45;Apartamento
Apartamento;Flamengo;2;0;0;85;2700.0;800.0;1150.0;4650.0;31.764705882352942;31.76;Apartamento
Apartamento;Leme;3;1;1;175;8000.0;1380.0;0.0;9380.0;45.714285714285715;45.71;Apartamento
Casa;Engenho Novo;2;0;0;70;1100.0;0.0;0.0;1100.0;15.714285714285714;15.71;Casa
Apartamento;Jacarepaguá;2;1;0;68;1100.0;540.0;0.0;1640.0;16.176470588235293;16.18;Apartamento
Apartamento;Humaitá;2;1;0;64;2500.0;520.0;0.0;3020.0;39.0625;39.06;Apartamento
Apartamento;Copacabana;1;0;1;37;2500.0;447.0;20.0;2967.0;67.56756756756756;67.57;Apartamento
Apartamento;Copacabana;4;2;2;240;10000.0;2000.0;700.0;12700.0;41.666666666666664;41.67;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;2;188;6000.0;1022.0;0.0;7022.0;31.914893617021278;31.91;Casa
Apartamento;Barra da Tijuca;3;2;2;137;12500.0;1850.0;271.0;14621.0;91.24087591240875;91.24;Apartamento
Apartamento;Barra da Tijuca;14;2;2;212;5000.0;1200.0;650.0;6850.0;23.58490566037736;23.58;Apartamento
Apartamento;Irajá;2;1;0;65;1100.0;255.0;0.0;1355.0;16.923076923076923;16.92;Apartamento
Apartamento;Barra da Tijuca;2;2;1;105;3000.0;1500.0;0.0;4500.0;28.571428571428573;28.57;Apartamento
Apartamento;Vila Isabel;2;1;0;70;1100.0;550.0;0.0;1650.0;15.714285714285714;15.71;Apartamento
Apartamento;São Conrado;4;3;4;600;23000.0;16864.0;3910.0;43774.0;38.333333333333336;38.33;Apartamento
Apartamento;Gávea;3;1;1;108;5000.0;1769.0;226.0;6995.0;46.2962962962963;46.3;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;2;85;2300.0;1350.0;125.0;3775.0;27.058823529411764;27.06;Apartamento
Apartamento;Catete;1;0;0;45;1600.0;500.0;55.0;2155.0;35.55555555555556;35.56;Apartamento
Quitinete;Copacabana;1;0;0;15;1100.0;600.0;0.0;1700.0;73.33333333333333;73.33;Apartamento
Apartamento;Barra da Tijuca;3;2;3;160;7000.0;1087.0;455.0;8542.0;43.75;43.75;Apartamento
Casa de Vila;Quintino Bocaiúva;2;1;0;48;750.0;0.0;0.0;750.0;15.625;15.62;Casa
Apartamento;Lagoa;3;2;1;130;5000.0;1000.0;300.0;6300.0;38.46153846153846;38.46;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;100;2100.0;780.0;140.0;3020.0;21.0;21.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;3;180;5500.0;1200.0;318.0;7018.0;30.555555555555557;30.56;Apartamento
Apartamento;Copacabana;3;0;0;80;2500.0;800.0;157.0;3457.0;31.25;31.25;Apartamento
Casa de Condomínio;Barra da Tijuca;3;0;2;367;6000.0;510.0;423.0;6933.0;16.348773841961854;16.35;Casa
Apartamento;Recreio dos Bandeirantes;3;1;1;85;1900.0;450.0;112.0;2462.0;22.352941176470587;22.35;Apartamento
Casa;Jardim Botânico;2;4;1;107;9500.0;0.0;1091.0;10591.0;88.78504672897196;88.79;Casa
Apartamento;Barra da Tijuca;5;4;3;171;9000.0;2000.0;3500.0;14500.0;52.63157894736842;52.63;Apartamento
Apartamento;Centro;1;0;0;42;2200.0;619.0;202.0;3021.0;52.38095238095238;52.38;Apartamento
Apartamento;Méier;2;1;0;62;1000.0;600.0;38.0;1638.0;16.129032258064516;16.13;Apartamento
Quitinete;Leblon;1;0;0;25;1950.0;360.0;58.0;2368.0;78.0;78.0;Apartamento
Apartamento;Leblon;4;3;4;260;13500.0;3100.0;0.0;16600.0;51.92307692307692;51.92;Apartamento
Casa;Recreio dos Bandeirantes;4;4;2;367;12000.0;0.0;653.0;12653.0;32.69754768392371;32.7;Casa
Apartamento;Grajaú;2;0;0;65;1400.0;415.0;21.0;1836.0;21.53846153846154;21.54;Apartamento
Apartamento;Lagoa;4;3;1;180;11000.0;2530.0;812.0;14342.0;61.111111111111114;61.11;Apartamento
Apartamento;Copacabana;1;0;0;43;1800.0;639.0;76.0;2515.0;41.86046511627907;41.86;Apartamento
Apartamento;Lagoa;2;1;1;80;2200.0;2600.0;420.0;5220.0;27.5;27.5;Apartamento
Apartamento;Flamengo;2;1;0;57;2800.0;832.0;98.0;3730.0;49.12280701754386;49.12;Apartamento
Apartamento;Campo Grande;3;1;1;98;1800.0;950.0;0.0;2750.0;18.367346938775512;18.37;Apartamento
Apartamento;Jardim Botânico;3;1;2;170;6000.0;860.0;540.0;7400.0;35.294117647058826;35.29;Apartamento
Apartamento;Leblon;4;2;2;207;15500.0;6000.0;934.0;22434.0;74.8792270531401;74.88;Apartamento
Apartamento;Barra da Tijuca;4;4;4;518;38000.0;5004.0;1747.0;44751.0;73.35907335907336;73.36;Apartamento
Apartamento;Ipanema;1;0;1;50;2400.0;897.0;26.0;3323.0;48.0;48.0;Apartamento
Quitinete;Copacabana;1;0;0;35;1700.0;400.0;55.0;2155.0;48.57142857142857;48.57;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;150;2500.0;1012.0;0.0;3512.0;16.666666666666668;16.67;Apartamento
Apartamento;Copacabana;2;0;0;65;2700.0;710.0;130.0;3540.0;41.53846153846154;41.54;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;2;300;4500.0;1500.0;580.0;6580.0;15.0;15.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;115;1900.0;661.0;0.0;2561.0;16.52173913043478;16.52;Apartamento
Casa de Vila;Jacarepaguá;3;1;0;100;2000.0;100.0;0.0;2100.0;20.0;20.0;Casa
Apartamento;Recreio dos Bandeirantes;3;3;1;110;1500.0;873.0;0.0;2373.0;13.636363636363637;13.64;Apartamento
Casa;Botafogo;12;5;0;500;18000.0;0.0;1800.0;19800.0;36.0;36.0;Casa
Apartamento;Barra da Tijuca;4;3;4;304;13000.0;3800.0;1350.0;18150.0;42.76315789473684;42.76;Apartamento
Casa de Condomínio;Barra da Tijuca;4;2;4;280;8500.0;750.0;620.0;9870.0;30.357142857142858;30.36;Casa
Apartamento;Tijuca;3;1;0;88;2300.0;790.0;885.0;3975.0;26.136363636363637;26.14;Apartamento
Apartamento;Ipanema;3;1;1;145;7200.0;2900.0;500.0;10600.0;49.6551724137931;49.66;Apartamento
Casa;Catete;10;0;10;300;15000.0;0.0;220.0;15220.0;50.0;50.0;Casa
Apartamento;Urca;1;0;0;53;2800.0;770.0;0.0;3570.0;52.83018867924528;52.83;Apartamento
Apartamento;Ipanema;3;1;1;116;5000.0;1600.0;316.0;6916.0;43.10344827586207;43.1;Apartamento
Apartamento;Tijuca;3;1;0;116;2000.0;790.0;194.0;2984.0;17.24137931034483;17.24;Apartamento
Apartamento;Vila Isabel;3;0;0;82;1200.0;664.0;86.0;1950.0;14.634146341463415;14.63;Apartamento
Quitinete;Glória;1;0;1;26;850.0;321.0;29.0;1200.0;32.69230769230769;32.69;Apartamento
Apartamento;Barra da Tijuca;3;2;1;130;4800.0;1700.0;433.0;6933.0;36.92307692307692;36.92;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;90;1700.0;595.0;0.0;2295.0;18.88888888888889;18.89;Apartamento
Apartamento;Flamengo;2;1;0;68;2000.0;536.0;148.0;2684.0;29.41176470588235;29.41;Apartamento
Apartamento;Copacabana;1;0;0;60;2800.0;620.0;128.0;3548.0;46.666666666666664;46.67;Apartamento
Apartamento;Taquara;2;1;0;53;1100.0;450.0;150.0;1700.0;20.754716981132077;20.75;Apartamento
Apartamento;Penha;2;0;0;64;950.0;180.0;0.0;1130.0;14.84375;14.84;Apartamento
Apartamento;Jardim Botânico;3;1;1;130;6400.0;1500.0;0.0;7900.0;49.23076923076923;49.23;Apartamento
Apartamento;Leblon;2;1;0;90;3500.0;1300.0;200.0;5000.0;38.888888888888886;38.89;Apartamento
Apartamento;Leblon;4;2;4;200;8500.0;2710.0;945.0;12155.0;42.5;42.5;Apartamento
Apartamento;Tijuca;1;1;1;84;2000.0;718.0;120.0;2838.0;23.80952380952381;23.81;Apartamento
Quitinete;Gardênia Azul;1;0;0;20;485.0;0.0;0.0;485.0;24.25;24.25;Apartamento
Apartamento;Flamengo;1;0;0;30;1490.0;315.0;55.0;1860.0;49.666666666666664;49.67;Apartamento
Casa;São Conrado;4;0;4;1200;25000.0;0.0;0.0;25000.0;20.833333333333332;20.83;Casa
Apartamento;Maracanã;2;0;0;79;1700.0;600.0;0.0;2300.0;21.518987341772153;21.52;Apartamento
Apartamento;Copacabana;1;1;0;150;3000.0;1200.0;390.0;4590.0;20.0;20.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;156;5500.0;2300.0;398.0;8198.0;35.256410256410255;35.26;Apartamento
Apartamento;Flamengo;1;0;1;38;1450.0;690.0;55.0;2195.0;38.1578947368421;38.16;Apartamento
Apartamento;Botafogo;2;0;0;115;2200.0;1045.0;190.0;3435.0;19.130434782608695;19.13;Apartamento
Apartamento;Tijuca;2;0;0;49;1800.0;180.0;0.0;1980.0;36.734693877551024;36.73;Apartamento
Apartamento;Jacarepaguá;2;1;1;80;1900.0;1350.0;100.0;3350.0;23.75;23.75;Apartamento
Apartamento;Copacabana;2;0;0;120;3800.0;1000.0;197.0;4997.0;31.666666666666668;31.67;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1800.0;681.0;120.0;2601.0;25.714285714285715;25.71;Apartamento
Apartamento;Bonsucesso;3;1;0;98;2800.0;390.0;0.0;3190.0;28.571428571428573;28.57;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;3240.0;950.0;0.0;4190.0;46.285714285714285;46.29;Apartamento
Apartamento;Flamengo;2;1;0;90;3200.0;980.0;0.0;4180.0;35.55555555555556;35.56;Apartamento
Apartamento;Ipanema;2;0;0;99;3300.0;920.0;0.0;4220.0;33.333333333333336;33.33;Apartamento
Apartamento;Copacabana;3;1;0;80;3100.0;700.0;1208.0;5008.0;38.75;38.75;Apartamento
Apartamento;Copacabana;2;1;0;74;2600.0;1021.0;0.0;3621.0;35.13513513513514;35.14;Apartamento
Apartamento;Humaitá;2;1;0;75;2900.0;926.0;90.0;3916.0;38.666666666666664;38.67;Apartamento
Apartamento;Barra da Tijuca;4;3;4;250;9500.0;2800.0;523.0;12823.0;38.0;38.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1600.0;770.0;108.0;2478.0;20.0;20.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;4;1;217;3300.0;947.0;547.0;4794.0;15.2073732718894;15.21;Apartamento
Apartamento;Ipanema;4;1;3;250;12000.0;2300.0;1037.0;15337.0;48.0;48.0;Apartamento
Casa;Campo Grande;2;1;2;100;1500.0;0.0;30.0;1530.0;15.0;15.0;Casa
Apartamento;São Conrado;3;2;1;140;4700.0;1620.0;515.0;6835.0;33.57142857142857;33.57;Apartamento
Apartamento;Barra da Tijuca;4;3;2;260;7500.0;3550.0;350.0;11400.0;28.846153846153847;28.85;Apartamento
Apartamento;Laranjeiras;2;0;0;85;2100.0;700.0;95.0;2895.0;24.705882352941178;24.71;Apartamento
Apartamento;Rio Comprido;2;1;0;69;1900.0;600.0;70.0;2570.0;27.536231884057973;27.54;Apartamento
Apartamento;Freguesia (Jacarepaguá);1;1;0;49;1050.0;580.0;36.0;1666.0;21.428571428571427;21.43;Apartamento
Apartamento;Andaraí;2;1;0;56;1900.0;607.0;89.0;2596.0;33.92857142857143;33.93;Apartamento
Casa;Vargem Grande;2;1;0;70;1900.0;580.0;25.0;2505.0;27.142857142857142;27.14;Casa
Apartamento;Ipanema;4;3;4;480;39000.0;9400.0;0.0;48400.0;81.25;81.25;Apartamento
Apartamento;Barra da Tijuca;4;3;3;180;7000.0;1935.0;449.0;9384.0;38.888888888888886;38.89;Apartamento
Apartamento;Copacabana;2;0;0;81;3000.0;770.0;159.0;3929.0;37.03703703703704;37.04;Apartamento
Apartamento;Barra da Tijuca;2;1;1;88;2400.0;1313.0;0.0;3713.0;27.272727272727273;27.27;Apartamento
Apartamento;Vargem Pequena;2;1;1;80;1100.0;650.0;0.0;1750.0;13.75;13.75;Apartamento
Casa de Condomínio;Tanque;2;0;1;100;1500.0;160.0;80.0;1740.0;15.0;15.0;Casa
Apartamento;Ipanema;3;3;3;169;9000.0;2300.0;886.0;12186.0;53.25443786982248;53.25;Apartamento
Apartamento;Flamengo;4;2;2;423;12000.0;3795.0;1253.0;17048.0;28.368794326241133;28.37;Apartamento
Apartamento;Quintino Bocaiúva;2;0;0;67;900.0;320.0;0.0;1220.0;13.432835820895523;13.43;Apartamento
Apartamento;Leblon;3;1;0;74;3300.0;700.0;83.0;4083.0;44.5945945945946;44.59;Apartamento
Apartamento;Copacabana;2;0;0;110;2800.0;800.0;120.0;3720.0;25.454545454545453;25.45;Apartamento
Apartamento;Leme;1;0;0;31;1140.0;420.0;24.0;1584.0;36.774193548387096;36.77;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;90;1500.0;720.0;199.0;2419.0;16.666666666666668;16.67;Apartamento
Casa;Santa Teresa;5;3;0;260;7000.0;0.0;163.0;7163.0;26.923076923076923;26.92;Casa
Apartamento;Barra da Tijuca;2;1;0;70;2400.0;1800.0;150.0;4350.0;34.285714285714285;34.29;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;198;4500.0;1160.0;3012.0;8672.0;22.727272727272727;22.73;Casa
Apartamento;Inhaúma;3;1;0;60;750.0;236.0;0.0;986.0;12.5;12.5;Apartamento
Apartamento;Glória;1;0;0;48;1400.0;480.0;20.0;1900.0;29.166666666666668;29.17;Apartamento
Apartamento;Copacabana;5;1;1;400;8500.0;2160.0;365.0;11025.0;21.25;21.25;Apartamento
Apartamento;Ipanema;2;1;0;45;3000.0;575.0;25.0;3600.0;66.66666666666667;66.67;Apartamento
Apartamento;Pechincha;2;1;0;65;950.0;640.0;126.0;1716.0;14.615384615384615;14.62;Apartamento
Apartamento;Leblon;2;0;0;100;3800.0;900.0;195.0;4895.0;38.0;38.0;Apartamento
Apartamento;Grajaú;3;2;1;90;2950.0;700.0;100.0;3750.0;32.77777777777778;32.78;Apartamento
Apartamento;Marechal Hermes;2;1;0;70;850.0;200.0;0.0;1050.0;12.142857142857142;12.14;Apartamento
Apartamento;Grajaú;1;0;0;30;800.0;283.0;187.0;1270.0;26.666666666666668;26.67;Apartamento
Apartamento;Praça Seca;2;1;1;63;1100.0;361.0;0.0;1461.0;17.46031746031746;17.46;Apartamento
Apartamento;Barra da Tijuca;3;2;2;480;15000.0;2750.0;650.0;18400.0;31.25;31.25;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;72;1580.0;900.0;140.0;2620.0;21.944444444444443;21.94;Apartamento
Apartamento;Laranjeiras;2;0;0;51;1900.0;450.0;25.0;2375.0;37.254901960784316;37.25;Apartamento
Apartamento;Botafogo;1;0;0;17;1100.0;330.0;15.0;1445.0;64.70588235294117;64.71;Apartamento
Apartamento;Botafogo;3;0;0;100;6050.0;1155.0;234.0;7439.0;60.5;60.5;Apartamento
Apartamento;Lagoa;2;1;1;90;2700.0;1350.0;250.0;4300.0;30.0;30.0;Apartamento
Apartamento;Lagoa;3;3;3;230;6000.0;4600.0;990.0;11590.0;26.08695652173913;26.09;Apartamento
Apartamento;Pechincha;2;1;1;62;1700.0;500.0;67.0;2267.0;27.419354838709676;27.42;Apartamento
Apartamento;Leblon;2;2;1;113;3500.0;1365.0;387.0;5252.0;30.97345132743363;30.97;Apartamento
Apartamento;Flamengo;1;0;0;49;1700.0;440.0;68.0;2208.0;34.69387755102041;34.69;Apartamento
Apartamento;Méier;1;0;0;53;900.0;484.0;37.0;1421.0;16.9811320754717;16.98;Apartamento
Apartamento;Vila Isabel;2;1;0;63;1300.0;500.0;0.0;1800.0;20.634920634920636;20.63;Apartamento
Casa;Vila da Penha;1;0;0;40;850.0;0.0;0.0;850.0;21.25;21.25;Casa
Quitinete;Copacabana;1;0;0;30;2600.0;500.0;0.0;3100.0;86.66666666666667;86.67;Apartamento
Quitinete;Copacabana;1;0;0;30;3200.0;400.0;50.0;3650.0;106.66666666666667;106.67;Apartamento
Quitinete;Centro;1;0;1;15;750.0;0.0;0.0;750.0;50.0;50.0;Apartamento
Apartamento;Lagoa;3;3;1;250;11000.0;3500.0;889.0;15389.0;44.0;44.0;Apartamento
Apartamento;Humaitá;3;1;0;95;2300.0;1300.0;120.0;3720.0;24.210526315789473;24.21;Apartamento
Apartamento;Flamengo;1;0;0;37;2300.0;485.0;56.0;2841.0;62.16216216216216;62.16;Apartamento
Apartamento;Curicica;1;1;0;45;700.0;356.0;126.0;1182.0;15.555555555555555;15.56;Apartamento
Apartamento;Barra da Tijuca;2;1;0;90;2000.0;980.0;1600.0;4580.0;22.22222222222222;22.22;Apartamento
Apartamento;Barra da Tijuca;1;1;1;80;1700.0;980.0;250.0;2930.0;21.25;21.25;Apartamento
Casa;Vaz Lobo;1;0;0;35;400.0;0.0;0.0;400.0;11.428571428571429;11.43;Casa
Apartamento;Barra da Tijuca;2;1;1;70;2200.0;1000.0;70.0;3270.0;31.428571428571427;31.43;Apartamento
Apartamento;Barra da Tijuca;4;3;1;190;5500.0;1600.0;435.0;7535.0;28.94736842105263;28.95;Apartamento
