Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condomínio;IPTU;Valor Bruto;Valor m2;Valor Bruto m2;Tipo Agregado
Apartamento;Tijuca;2;1;1;80;2000.0;500.0;94.0;2594.0;25.0;25.0;Apartamento
Apartamento;Leblon;1;0;0;45;3000.0;570.0;130.0;3700.0;66.66666666666667;66.67;Apartamento
Apartamento;Leblon;3;1;1;125;8000.0;1900.0;0.0;9900.0;64.0;64.0;Apartamento
Apartamento;Barra da Tijuca;4;2;4;378;10000.0;2800.0;21000.0;33800.0;26.455026455026456;26.46;Apartamento
Apartamento;Barra da Tijuca;2;2;2;220;3500.0;1980.0;10.0;5490.0;15.909090909090908;15.91;Apartamento
Apartamento;Copacabana;1;0;0;21;1400.0;439.0;25.0;1864.0;66.66666666666667;66.67;Apartamento
Apartamento;Barra da Tijuca;3;3;2;240;9500.0;3526.0;1502.0;14528.0;39.583333333333336;39.58;Apartamento
Apartamento;Ipanema;2;0;1;95;7000.0;2432.0;365.0;9797.0;73.6842105263158;73.68;Apartamento
Casa de Condomínio;Barra da Tijuca;5;4;3;622;10000.0;1380.0;1486.0;12866.0;16.077170418006432;16.08;Casa
Apartamento;Leme;4;1;2;310;12000.0;2500.0;460.0;14960.0;38.70967741935484;38.71;Apartamento
Apartamento;Copacabana;2;0;0;85;2500.0;1117.0;166.0;3783.0;29.41176470588235;29.41;Apartamento
Apartamento;Méier;1;1;0;55;800.0;400.0;17.0;1217.0;14.545454545454545;14.55;Apartamento
Apartamento;Barra da Tijuca;2;1;1;95;2500.0;1090.0;278.0;3868.0;26.31578947368421;26.32;Apartamento
Apartamento;Tijuca;2;1;1;70;2500.0;769.0;0.0;3269.0;35.714285714285715;35.71;Apartamento
Apartamento;Botafogo;2;1;0;96;2980.0;695.0;179.0;3854.0;31.041666666666668;31.04;Apartamento
Apartamento;Tijuca;2;1;1;100;3100.0;700.0;0.0;3800.0;31.0;31.0;Apartamento
Apartamento;Copacabana;2;0;0;80;2600.0;764.0;0.0;3364.0;32.5;32.5;Apartamento
Apartamento;Copacabana;4;1;0;210;5500.0;2890.0;395.0;8785.0;26.19047619047619;26.19;Apartamento
Apartamento;Grajaú;1;1;0;58;1100.0;670.0;360.0;2130.0;18.96551724137931;18.97;Apartamento
Apartamento;Grajaú;2;1;0;60;1500.0;407.0;47.0;1954.0;25.0;25.0;Apartamento
Apartamento;Humaitá;3;1;1;160;3300.0;1125.0;230.0;4655.0;20.625;20.62;Apartamento
Apartamento;Taquara;2;1;0;50;1000.0;400.0;135.0;1535.0;20.0;20.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;92;2000.0;675.0;1100.0;3775.0;21.73913043478261;21.74;Apartamento
Apartamento;Ipanema;2;1;0;86;5500.0;2000.0;0.0;7500.0;63.95348837209303;63.95;Apartamento
Apartamento;Copacabana;1;1;0;47;2500.0;900.0;500.0;3900.0;53.191489361702125;53.19;Apartamento
Apartamento;Barra da Tijuca;2;1;1;63;2800.0;1320.0;145.0;4265.0;44.44444444444444;44.44;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;72;1600.0;700.0;55.0;2355.0;22.22222222222222;22.22;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;144;2791.0;1582.0;2580.0;6953.0;19.381944444444443;19.38;Apartamento
Casa de Condomínio;Barra da Tijuca;7;6;6;850;25000.0;2200.0;25000.0;52200.0;29.41176470588235;29.41;Casa
Apartamento;Copacabana;4;1;2;270;10000.0;2620.0;470.0;13090.0;37.03703703703704;37.04;Apartamento
Apartamento;Copacabana;3;1;1;100;3000.0;1200.0;0.0;4200.0;30.0;30.0;Apartamento
Apartamento;Grajaú;3;1;1;125;1900.0;1000.0;190.0;3090.0;15.2;15.2;Apartamento
Apartamento;Barra da Tijuca;4;2;2;191;3500.0;1100.0;550.0;5150.0;18.32460732984293;18.32;Apartamento
Apartamento;Leme;3;1;1;100;4500.0;970.0;165.0;5635.0;45.0;45.0;Apartamento
Apartamento;Ipanema;4;3;4;480;37000.0;9500.0;0.0;46500.0;77.08333333333333;77.08;Apartamento
Apartamento;Ipanema;3;1;1;120;5800.0;1700.0;139.0;7639.0;48.333333333333336;48.33;Apartamento
Apartamento;Barra da Tijuca;3;2;2;189;9500.0;1700.0;0.0;11200.0;50.264550264550266;50.26;Apartamento
Apartamento;Leme;3;1;1;114;4800.0;1150.0;0.0;5950.0;42.10526315789474;42.11;Apartamento
Apartamento;Barra da Tijuca;3;1;1;80;2800.0;1350.0;189.0;4339.0;35.0;35.0;Apartamento
Apartamento;Gávea;3;0;1;115;2700.0;880.0;178.0;3758.0;23.47826086956522;23.48;Apartamento
Apartamento;Botafogo;2;1;1;85;3900.0;900.0;0.0;4800.0;45.88235294117647;45.88;Apartamento
Apartamento;Copacabana;3;1;0;200;6800.0;1700.0;520.0;9020.0;34.0;34.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;85;2400.0;500.0;0.0;2900.0;28.235294117647058;28.24;Apartamento
Apartamento;São Cristóvão;2;0;0;62;1200.0;480.0;14.0;1694.0;19.35483870967742;19.35;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;2;1;144;2400.0;938.0;0.0;3338.0;16.666666666666668;16.67;Apartamento
Apartamento;Ipanema;3;2;1;170;6300.0;2200.0;495.0;8995.0;37.05882352941177;37.06;Apartamento
Apartamento;Botafogo;3;1;1;101;5500.0;1100.0;0.0;6600.0;54.45544554455446;54.46;Apartamento
Casa de Condomínio;Barra da Tijuca;5;2;5;810;26000.0;1550.0;3256.0;30806.0;32.098765432098766;32.1;Casa
Casa de Vila;Jacarepaguá;2;1;1;70;1200.0;0.0;0.0;1200.0;17.142857142857142;17.14;Casa
Apartamento;Copacabana;2;0;1;70;4100.0;710.0;30.0;4840.0;58.57142857142857;58.57;Apartamento
Apartamento;Vila Isabel;2;0;0;76;1500.0;250.0;47.0;1797.0;19.736842105263158;19.74;Apartamento
Apartamento;Botafogo;1;0;0;33;1350.0;480.0;60.0;1890.0;40.90909090909091;40.91;Apartamento
Apartamento;Barra da Tijuca;1;1;1;65;6000.0;1180.0;3000.0;10180.0;92.3076923076923;92.31;Apartamento
Apartamento;Tijuca;2;0;0;60;1700.0;487.0;49.0;2236.0;28.333333333333332;28.33;Apartamento
Apartamento;Leblon;3;1;1;150;8500.0;2055.0;399.0;10954.0;56.666666666666664;56.67;Apartamento
Apartamento;Copacabana;1;0;0;45;1700.0;470.0;58.0;2228.0;37.77777777777778;37.78;Apartamento
Apartamento;Ipanema;3;2;1;140;6300.0;2200.0;387.0;8887.0;45.0;45.0;Apartamento
Apartamento;Humaitá;3;0;0;103;3500.0;840.0;175.0;4515.0;33.980582524271846;33.98;Apartamento
Apartamento;Barra da Tijuca;4;3;4;233;11000.0;3200.0;500.0;14700.0;47.21030042918455;47.21;Apartamento
Apartamento;Ipanema;3;2;2;260;40000.0;6147.0;978.0;47125.0;153.84615384615384;153.85;Apartamento
Apartamento;Leblon;3;1;0;100;4600.0;1153.0;302.0;6055.0;46.0;46.0;Apartamento
Apartamento;Copacabana;3;0;0;110;3500.0;650.0;0.0;4150.0;31.818181818181817;31.82;Apartamento
Apartamento;Laranjeiras;3;0;0;80;1800.0;980.0;103.0;2883.0;22.5;22.5;Apartamento
Apartamento;Ipanema;3;2;1;130;5000.0;2107.0;402.0;7509.0;38.46153846153846;38.46;Apartamento
Apartamento;Vista Alegre;2;0;0;60;880.0;100.0;0.0;980.0;14.666666666666666;14.67;Apartamento
Casa de Condomínio;Barra da Tijuca;5;7;5;1150;40000.0;2200.0;0.0;42200.0;34.78260869565217;34.78;Casa
Apartamento;Copacabana;3;1;0;110;3300.0;794.0;0.0;4094.0;30.0;30.0;Apartamento
Apartamento;Barra da Tijuca;3;2;2;130;5700.0;800.0;450.0;6950.0;43.84615384615385;43.85;Apartamento
Apartamento;Flamengo;3;2;1;98;3000.0;805.0;179.0;3984.0;30.612244897959183;30.61;Apartamento
Apartamento;Copacabana;2;2;1;105;5000.0;1000.0;0.0;6000.0;47.61904761904762;47.62;Apartamento
Apartamento;Copacabana;2;1;0;79;2600.0;737.0;187.0;3524.0;32.91139240506329;32.91;Apartamento
Apartamento;Cachambi;2;1;1;62;1300.0;650.0;126.0;2076.0;20.967741935483872;20.97;Apartamento
Casa;Jardim Sulacap;2;2;1;70;1500.0;0.0;0.0;1500.0;21.428571428571427;21.43;Casa
Casa de Condomínio;Vargem Pequena;3;2;3;260;5000.0;350.0;150.0;5500.0;19.23076923076923;19.23;Casa
Apartamento;Largo do Machado;1;0;0;40;1300.0;335.0;0.0;1635.0;32.5;32.5;Apartamento
Apartamento;Gávea;2;1;1;61;3100.0;891.0;198.0;4189.0;50.81967213114754;50.82;Apartamento
Apartamento;Barra da Tijuca;2;2;2;75;2000.0;1396.0;1340.0;4736.0;26.666666666666668;26.67;Apartamento
Apartamento;Itanhangá;2;0;0;56;900.0;648.0;27.0;1575.0;16.071428571428573;16.07;Apartamento
Apartamento;Maracanã;2;1;0;65;1500.0;747.0;70.0;2317.0;23.076923076923077;23.08;Apartamento
Casa de Vila;Engenho de Dentro;3;0;0;100;2000.0;0.0;0.0;2000.0;20.0;20.0;Casa
Apartamento;Gávea;2;1;0;65;3500.0;713.0;0.0;4213.0;53.84615384615385;53.85;Apartamento
Apartamento;Barra da Tijuca;2;1;1;85;2500.0;1380.0;0.0;3880.0;29.41176470588235;29.41;Apartamento
Casa de Condomínio;Barra da Tijuca;6;6;4;1100;34009.0;0.0;0.0;34009.0;30.917272727272728;30.92;Casa
Apartamento;Botafogo;1;1;0;50;2000.0;854.0;240.0;3094.0;40.0;40.0;Apartamento
Apartamento;Gávea;3;1;0;86;3300.0;1050.0;0.0;4350.0;38.372093023255815;38.37;Apartamento
Casa de Condomínio;Cachambi;1;1;0;70;1000.0;150.0;13.0;1163.0;14.285714285714286;14.29;Casa
Apartamento;Copacabana;2;1;1;85;2950.0;620.0;159.0;3729.0;34.705882352941174;34.71;Apartamento
Apartamento;Tijuca;3;1;1;145;2800.0;950.0;154.0;3904.0;19.310344827586206;19.31;Apartamento
Apartamento;Senador Vasconcelos;2;1;0;56;650.0;260.0;0.0;910.0;11.607142857142858;11.61;Apartamento
Apartamento;Copacabana;2;1;0;130;4500.0;1150.0;270.0;5920.0;34.61538461538461;34.62;Apartamento
Apartamento;Leblon;4;1;1;182;9500.0;3150.0;630.0;13280.0;52.1978021978022;52.2;Apartamento
Apartamento;Ipanema;4;1;1;205;23000.0;2840.0;0.0;25840.0;112.1951219512195;112.2;Apartamento
Apartamento;Tijuca;2;0;0;80;1400.0;850.0;0.0;2250.0;17.5;17.5;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1600.0;960.0;0.0;2560.0;22.857142857142858;22.86;Apartamento
Apartamento;Barra da Tijuca;4;3;2;480;8500.0;2500.0;0.0;11000.0;17.708333333333332;17.71;Apartamento
Apartamento;São Conrado;2;1;1;100;2800.0;755.0;0.0;3555.0;28.0;28.0;Apartamento
Apartamento;Jardim Botânico;1;0;1;45;2200.0;650.0;0.0;2850.0;48.888888888888886;48.89;Apartamento
Casa;Urca;5;3;3;350;16000.0;0.0;500.0;16500.0;45.714285714285715;45.71;Casa
Apartamento;Tijuca;3;1;0;96;1750.0;950.0;118.0;2818.0;18.229166666666668;18.23;Apartamento
Apartamento;Botafogo;3;1;1;87;3200.0;1038.0;176.0;4414.0;36.7816091954023;36.78;Apartamento
Apartamento;Ipanema;2;1;1;90;7000.0;2800.0;280.0;10080.0;77.77777777777777;77.78;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1800.0;650.0;80.0;2530.0;25.714285714285715;25.71;Apartamento
Apartamento;Ipanema;5;1;2;374;16000.0;3972.0;1309.0;21281.0;42.780748663101605;42.78;Apartamento
Apartamento;Centro;2;0;0;70;1200.0;700.0;50.0;1950.0;17.142857142857142;17.14;Apartamento
Casa de Condomínio;Barra da Tijuca;5;7;5;780;18000.0;2081.0;1540.0;21621.0;23.076923076923077;23.08;Casa
Apartamento;Campo Grande;3;1;0;50;1100.0;300.0;0.0;1400.0;22.0;22.0;Apartamento
Apartamento;Copacabana;2;0;1;75;2600.0;620.0;180.0;3400.0;34.666666666666664;34.67;Apartamento
Apartamento;Copacabana;3;1;0;92;3900.0;1064.0;140.0;5104.0;42.391304347826086;42.39;Apartamento
Apartamento;Copacabana;4;2;2;389;12400.0;4133.0;11536.0;28069.0;31.876606683804628;31.88;Apartamento
Apartamento;Ipanema;2;0;0;56;2900.0;954.0;168.0;4022.0;51.785714285714285;51.79;Apartamento
Apartamento;Barra da Tijuca;3;2;1;117;3000.0;17966.0;2765.0;23731.0;25.641025641025642;25.64;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;59;1400.0;390.0;40.0;1830.0;23.728813559322035;23.73;Apartamento
Apartamento;Barra da Tijuca;2;2;2;110;3991.0;1560.0;2800.0;8351.0;36.28181818181818;36.28;Apartamento
Apartamento;Barra da Tijuca;3;1;1;82;2300.0;850.0;140.0;3290.0;28.048780487804876;28.05;Apartamento
Apartamento;Copacabana;3;0;1;120;3000.0;820.0;150.0;3970.0;25.0;25.0;Apartamento
Apartamento;São Conrado;3;3;3;270;22000.0;2800.0;1300.0;26100.0;81.48148148148148;81.48;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;91;1700.0;1020.0;182.0;2902.0;18.681318681318682;18.68;Apartamento
Apartamento;Vila Isabel;1;0;0;35;1100.0;455.0;0.0;1555.0;31.428571428571427;31.43;Apartamento
Apartamento;Barra da Tijuca;3;1;1;92;2800.0;1200.0;0.0;4000.0;30.434782608695652;30.43;Apartamento
Apartamento;Barra da Tijuca;2;1;1;75;2500.0;2265.0;511.0;5276.0;33.333333333333336;33.33;Apartamento
Apartamento;Méier;3;2;1;80;1600.0;1300.0;850.0;3750.0;20.0;20.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;80;2500.0;1700.0;262.0;4462.0;31.25;31.25;Apartamento
Apartamento;Recreio dos Bandeirantes;3;4;3;194;3000.0;1183.0;498.0;4681.0;15.463917525773196;15.46;Apartamento
Apartamento;Ipanema;2;0;2;85;4500.0;1300.0;161.0;5961.0;52.94117647058823;52.94;Apartamento
Apartamento;Copacabana;4;1;4;387;18000.0;2700.0;1000.0;21700.0;46.51162790697674;46.51;Apartamento
Apartamento;Praça Seca;1;1;0;46;700.0;300.0;107.0;1107.0;15.217391304347826;15.22;Apartamento
Apartamento;Ipanema;3;1;1;80;4500.0;1500.0;239.0;6239.0;56.25;56.25;Apartamento
Apartamento;Laranjeiras;2;0;0;95;2100.0;766.0;0.0;2866.0;22.105263157894736;22.11;Apartamento
Apartamento;Barra da Tijuca;4;2;1;160;6000.0;1620.0;530.0;8150.0;37.5;37.5;Apartamento
Quitinete;Copacabana;1;0;0;27;800.0;626.0;20.0;1446.0;29.62962962962963;29.63;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;1;180;4000.0;800.0;350.0;5150.0;22.22222222222222;22.22;Apartamento
Apartamento;Lagoa;3;1;1;151;8000.0;1850.0;850.0;10700.0;52.980132450331126;52.98;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;49;1800.0;650.0;0.0;2450.0;36.734693877551024;36.73;Apartamento
Apartamento;Barra da Tijuca;5;4;5;580;20000.0;4600.0;1100.0;25700.0;34.48275862068966;34.48;Apartamento
Apartamento;Barra da Tijuca;2;1;0;66;3000.0;1550.0;380.0;4930.0;45.45454545454545;45.45;Apartamento
Apartamento;Barra da Tijuca;1;1;0;67;1850.0;900.0;232.0;2982.0;27.611940298507463;27.61;Apartamento
Apartamento;Botafogo;1;0;1;45;1600.0;270.0;77.0;1947.0;35.55555555555556;35.56;Apartamento
Apartamento;Jardim Guanabara;1;1;0;44;1100.0;230.0;48.0;1378.0;25.0;25.0;Apartamento
Apartamento;Copacabana;2;0;0;80;3000.0;697.0;117.0;3814.0;37.5;37.5;Apartamento
Casa de Condomínio;Bangu;2;0;0;92;750.0;0.0;0.0;750.0;8.152173913043478;8.15;Casa
Apartamento;Ipanema;3;1;1;170;21000.0;2300.0;400.0;23700.0;123.52941176470588;123.53;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;85;1200.0;860.0;0.0;2060.0;14.117647058823529;14.12;Apartamento
Apartamento;Barra da Tijuca;2;2;1;105;6000.0;1900.0;270.0;8170.0;57.142857142857146;57.14;Apartamento
Apartamento;Humaitá;3;1;0;110;3800.0;1286.0;220.0;5306.0;34.54545454545455;34.55;Apartamento
Apartamento;Barra da Tijuca;4;2;1;141;9000.0;1452.0;687.0;11139.0;63.829787234042556;63.83;Apartamento
Casa;Jardim Botânico;4;1;2;500;15000.0;0.0;450.0;15450.0;30.0;30.0;Casa
Apartamento;Leme;3;1;2;200;12000.0;1800.0;530.0;14330.0;60.0;60.0;Apartamento
Apartamento;Ipanema;2;0;0;70;3500.0;300.0;0.0;3800.0;50.0;50.0;Apartamento
Apartamento;Lagoa;4;3;1;200;7000.0;2000.0;586.0;9586.0;35.0;35.0;Apartamento
Apartamento;Botafogo;2;1;1;78;5500.0;800.0;149.0;6449.0;70.51282051282051;70.51;Apartamento
Apartamento;Pechincha;2;0;0;60;800.0;240.0;0.0;1040.0;13.333333333333334;13.33;Apartamento
Apartamento;Barra da Tijuca;3;2;1;110;4500.0;2600.0;600.0;7700.0;40.90909090909091;40.91;Apartamento
Apartamento;Tijuca;2;0;0;60;900.0;456.0;20.0;1376.0;15.0;15.0;Apartamento
Casa de Condomínio;Jardim Botânico;4;5;4;845;35000.0;0.0;1794.0;36794.0;41.42011834319526;41.42;Casa
Apartamento;Botafogo;1;0;0;35;1700.0;620.0;25.0;2345.0;48.57142857142857;48.57;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;82;1800.0;984.0;116.0;2900.0;21.951219512195124;21.95;Apartamento
Apartamento;Copacabana;1;0;0;36;1800.0;605.0;68.0;2473.0;50.0;50.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;2;118;2900.0;1283.0;214.0;4397.0;24.576271186440678;24.58;Apartamento
Apartamento;Barra da Tijuca;2;1;0;60;1400.0;750.0;112.0;2262.0;23.333333333333332;23.33;Apartamento
Apartamento;Tijuca;3;2;0;108;2000.0;1000.0;0.0;3000.0;18.51851851851852;18.52;Apartamento
Apartamento;Laranjeiras;3;0;0;120;3000.0;440.0;0.0;3440.0;25.0;25.0;Apartamento
Apartamento;Barra da Tijuca;2;2;1;100;3000.0;1400.0;0.0;4400.0;30.0;30.0;Apartamento
Apartamento;Bonsucesso;2;0;0;80;1500.0;440.0;0.0;1940.0;18.75;18.75;Apartamento
Apartamento;Maracanã;1;1;0;62;1500.0;688.0;53.0;2241.0;24.193548387096776;24.19;Apartamento
Casa;Taquara;1;0;0;60;1000.0;0.0;0.0;1000.0;16.666666666666668;16.67;Casa
Apartamento;Barra da Tijuca;3;0;1;130;5800.0;1800.0;0.0;7600.0;44.61538461538461;44.62;Apartamento
Apartamento;Leme;2;1;0;84;2600.0;783.0;0.0;3383.0;30.952380952380953;30.95;Apartamento
Apartamento;Laranjeiras;2;1;0;75;2200.0;579.0;0.0;2779.0;29.333333333333332;29.33;Apartamento
Quitinete;Leblon;1;0;0;25;1550.0;360.0;58.0;1968.0;62.0;62.0;Apartamento
Casa de Vila;Cachambi;2;1;0;76;1508.0;0.0;0.0;1508.0;19.842105263157894;19.84;Casa
Apartamento;Barra da Tijuca;2;1;2;95;3500.0;1390.0;2600.0;7490.0;36.8421052631579;36.84;Apartamento
Apartamento;Laranjeiras;3;0;0;130;2600.0;730.0;0.0;3330.0;20.0;20.0;Apartamento
Casa;Campo Grande;1;0;0;50;400.0;0.0;0.0;400.0;8.0;8.0;Casa
Casa;Vila da Penha;1;0;0;100;800.0;0.0;0.0;800.0;8.0;8.0;Casa
Apartamento;Copacabana;3;0;2;130;8500.0;695.0;100.0;9295.0;65.38461538461539;65.38;Apartamento
Casa;Pilares;2;0;0;65;1100.0;0.0;0.0;1100.0;16.923076923076923;16.92;Casa
Casa de Condomínio;Recreio dos Bandeirantes;3;2;2;200;3000.0;0.0;0.0;3000.0;15.0;15.0;Casa
Apartamento;Leblon;2;1;2;80;5500.0;1275.0;210.0;6985.0;68.75;68.75;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;71;1800.0;650.0;100.0;2550.0;25.35211267605634;25.35;Apartamento
Apartamento;Barra da Tijuca;4;4;4;364;15000.0;6100.0;20300.0;41400.0;41.20879120879121;41.21;Apartamento
Apartamento;Méier;3;0;0;75;1000.0;210.0;15.0;1225.0;13.333333333333334;13.33;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;100;2500.0;1200.0;100.0;3800.0;25.0;25.0;Apartamento
Apartamento;Barra da Tijuca;2;2;0;70;1900.0;1400.0;0.0;3300.0;27.142857142857142;27.14;Apartamento
Apartamento;Recreio dos Bandeirantes;3;4;1;218;3300.0;987.0;5160.0;9447.0;15.137614678899082;15.14;Apartamento
Apartamento;Copacabana;2;0;0;84;2300.0;1050.0;117.0;3467.0;27.38095238095238;27.38;Apartamento
Apartamento;Barra da Tijuca;2;1;1;77;2000.0;966.0;0.0;2966.0;25.974025974025974;25.97;Apartamento
Apartamento;Barra da Tijuca;1;1;0;60;2700.0;1580.0;350.0;4630.0;45.0;45.0;Apartamento
Apartamento;Ipanema;2;1;2;92;7500.0;3500.0;1000.0;12000.0;81.52173913043478;81.52;Apartamento
Apartamento;Lagoa;2;1;1;76;3500.0;750.0;207.0;4457.0;46.05263157894737;46.05;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;200;3000.0;815.0;3500.0;7315.0;15.0;15.0;Apartamento
Apartamento;Copacabana;3;2;1;350;14000.0;1542.0;402.0;15944.0;40.0;40.0;Apartamento
Apartamento;Península;4;2;2;137;5100.0;2060.0;281.0;7441.0;37.22627737226277;37.23;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;84;1800.0;700.0;1080.0;3580.0;21.428571428571427;21.43;Apartamento
Apartamento;Copacabana;3;2;1;250;5500.0;1980.0;400.0;7880.0;22.0;22.0;Apartamento
Apartamento;Cachambi;1;1;0;64;900.0;600.0;0.0;1500.0;14.0625;14.06;Apartamento
Apartamento;Lagoa;3;2;1;110;5500.0;1600.0;516.0;7616.0;50.0;50.0;Apartamento
Quitinete;Centro;1;0;0;46;800.0;350.0;0.0;1150.0;17.391304347826086;17.39;Apartamento
Apartamento;Ipanema;3;1;1;140;7200.0;2900.0;863.0;10963.0;51.42857142857143;51.43;Apartamento
Apartamento;Recreio dos Bandeirantes;4;0;2;380;4000.0;1100.0;0.0;5100.0;10.526315789473685;10.53;Apartamento
Apartamento;Copacabana;2;0;0;72;2000.0;725.0;0.0;2725.0;27.77777777777778;27.78;Apartamento
Apartamento;Ipanema;4;2;1;175;13000.0;2717.0;1298.0;17015.0;74.28571428571429;74.29;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;6;4;5;650;10000.0;1134.0;1487.0;12621.0;15.384615384615385;15.38;Casa
Apartamento;Praça Seca;2;1;1;66;950.0;640.0;74.0;1664.0;14.393939393939394;14.39;Apartamento
Apartamento;Cachambi;2;0;0;60;900.0;130.0;14.0;1044.0;15.0;15.0;Apartamento
Apartamento;Copacabana;2;0;0;73;2500.0;730.0;0.0;3230.0;34.24657534246575;34.25;Apartamento
Apartamento;Tijuca;1;0;0;40;900.0;640.0;21.0;1561.0;22.5;22.5;Apartamento
Casa;Gávea;5;8;5;1000;25000.0;0.0;14000.0;39000.0;25.0;25.0;Casa
Apartamento;Freguesia (Jacarepaguá);2;1;1;90;1500.0;300.0;82.0;1882.0;16.666666666666668;16.67;Apartamento
Apartamento;Barra da Tijuca;1;1;0;57;1200.0;1512.0;280.0;2992.0;21.05263157894737;21.05;Apartamento
Apartamento;Flamengo;3;2;1;170;6000.0;1450.0;563.0;8013.0;35.294117647058826;35.29;Apartamento
Apartamento;Urca;1;0;0;45;1700.0;250.0;75.0;2025.0;37.77777777777778;37.78;Apartamento
Apartamento;Barra da Tijuca;3;2;1;220;6000.0;3300.0;650.0;9950.0;27.272727272727273;27.27;Apartamento
Apartamento;Leblon;3;2;1;180;9500.0;2800.0;612.0;12912.0;52.77777777777778;52.78;Apartamento
Apartamento;Urca;2;1;2;92;3500.0;552.0;200.0;4252.0;38.04347826086956;38.04;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;0;81;1700.0;639.0;198.0;2537.0;20.987654320987655;20.99;Apartamento
Casa;Campo Grande;1;0;0;60;450.0;0.0;20.0;470.0;7.5;7.5;Casa
Quitinete;Catete;0;0;0;37;1100.0;676.0;0.0;1776.0;29.72972972972973;29.73;Apartamento
Apartamento;Copacabana;1;1;0;69;2700.0;836.0;166.0;3702.0;39.130434782608695;39.13;Apartamento
Apartamento;Lagoa;2;1;1;100;2900.0;1449.0;420.0;4769.0;29.0;29.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;160;4500.0;1500.0;180.0;6180.0;28.125;28.12;Apartamento
Apartamento;Tijuca;2;0;0;80;1400.0;850.0;0.0;2250.0;17.5;17.5;Apartamento
Apartamento;Barra da Tijuca;4;3;2;160;5799.0;2300.0;330.0;8429.0;36.24375;36.24;Apartamento
Apartamento;Leblon;2;2;2;140;6000.0;1800.0;420.0;8220.0;42.857142857142854;42.86;Apartamento
Apartamento;Copacabana;1;0;0;45;1700.0;505.0;67.0;2272.0;37.77777777777778;37.78;Apartamento
Casa;Oswaldo Cruz;1;0;0;50;700.0;0.0;0.0;700.0;14.0;14.0;Casa
Apartamento;Copacabana;3;0;2;120;6000.0;977.0;234.0;7211.0;50.0;50.0;Apartamento
Apartamento;Barra da Tijuca;2;2;1;105;6000.0;2450.0;2070.0;10520.0;57.142857142857146;57.14;Apartamento
Apartamento;Botafogo;3;2;1;157;4400.0;1950.0;360.0;6710.0;28.02547770700637;28.03;Apartamento
Apartamento;Barra da Tijuca;2;1;1;82;2300.0;1260.0;265.0;3825.0;28.048780487804876;28.05;Apartamento
Apartamento;Jacarepaguá;2;1;0;64;2100.0;650.0;416.0;3166.0;32.8125;32.81;Apartamento
Apartamento;Bangu;2;1;0;56;1000.0;370.0;0.0;1370.0;17.857142857142858;17.86;Apartamento
Apartamento;Andaraí;3;2;1;103;1700.0;640.0;0.0;2340.0;16.50485436893204;16.5;Apartamento
Quitinete;Copacabana;1;0;1;23;1500.0;400.0;0.0;1900.0;65.21739130434783;65.22;Apartamento
Apartamento;Copacabana;1;0;0;24;1400.0;475.0;53.0;1928.0;58.333333333333336;58.33;Apartamento
Apartamento;Barra da Tijuca;5;3;4;260;10900.0;3000.0;550.0;14450.0;41.92307692307692;41.92;Apartamento
Apartamento;Maracanã;2;0;0;62;1300.0;450.0;46.0;1796.0;20.967741935483872;20.97;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;62;900.0;575.0;14.0;1489.0;14.516129032258064;14.52;Apartamento
Apartamento;Praça Seca;2;0;0;70;700.0;116.0;0.0;816.0;10.0;10.0;Apartamento
Apartamento;Leblon;3;1;0;110;4200.0;1100.0;0.0;5300.0;38.18181818181818;38.18;Apartamento
Apartamento;Leme;1;0;0;40;1200.0;700.0;633.0;2533.0;30.0;30.0;Apartamento
Apartamento;Campo Grande;2;1;0;60;600.0;194.0;0.0;794.0;10.0;10.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;120;3250.0;1650.0;0.0;4900.0;27.083333333333332;27.08;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;180;2000.0;1367.0;0.0;3367.0;11.11111111111111;11.11;Apartamento
